journey_id,date,service_type,zone_id,vehicle_id,driver_id,customer_id,scheduled_minutes,actual_minutes,delay_minutes,manual_override,status,revenue_gbp,cost_gbp
J000040,2026-02-01,WarehouseDispatch,Z006,V0257,D0179,C01024,22,29,7,0,Completed,307.78,274.57
J000041,2026-02-01,WarehouseDispatch,Z003,V0347,D0139,C01100,85,85,0,0,Completed,84.71,93.33
J000042,2026-02-01,Shuttle,Z021,V0003,D0032,C01167,65,76,11,1,Completed,29.64,32.03
J000043,2026-02-01,Shuttle,Z009,V0043,D0015,C01866,81,88,7,0,Completed,26.99,14.96
J000044,2026-02-01,CharterRoute,Z023,V0394,D0189,C00070,34,43,9,0,Completed,42.24,45.24
J000045,2026-02-01,Shuttle,Z006,V0154,D0057,C01252,24,28,4,0,Completed,90.53,60.51
J000046,2026-02-01,CharterRoute,Z016,V0336,D0004,C01179,23,35,12,0,Completed,37.07,22.91
J000047,2026-02-01,WarehouseDispatch,Z018,V0256,D0184,C01049,28,34,6,0,Completed,132.02,144.26
J000048,2026-02-01,LastMileDelivery,Z002,V0240,D0208,C00626,53,57,4,0,Completed,17.02,12.65
J000049,2026-02-01,LastMileDelivery,Z009,V0102,D0071,C00329,33,33,0,0,Completed,26.32,26.92
J000050,2026-02-01,CharterRoute,Z025,V0246,D0116,C00021,54,59,5,0,Completed,68.44,78.4
J000051,2026-02-01,Shuttle,Z028,V0266,D0087,C01282,45,51,6,0,Completed,81.72,89.98
J000052,2026-02-01,Shuttle,Z027,V0166,D0180,C01655,48,49,1,0,Completed,50.83,46.15
J000053,2026-02-01,LastMileDelivery,Z031,V0190,D0030,C00520,47,48,1,0,Completed,49.94,31.73
J000054,2026-02-01,LastMileDelivery,Z017,V0043,D0013,C01417,49,51,2,0,Late,25.32,14.96
J000055,2026-02-01,CharterRoute,Z033,V0247,D0168,C01108,22,22,0,0,Completed,73.02,41.12
J000056,2026-02-01,CharterRoute,Z030,V0018,D0056,C00484,41,41,0,0,Completed,14.14,10.94
J000057,2026-02-01,WarehouseDispatch,Z020,V0081,D0206,C00789,85,86,1,0,Completed,218.41,199.44
J000058,2026-02-01,LastMileDelivery,Z035,V0192,D0145,C01896,55,55,0,0,Completed,86.01,53.81
J000059,2026-02-01,Shuttle,Z006,V0214,D0064,C00177,38,43,5,1,Completed,78.12,59.45
J000060,2026-02-01,WarehouseDispatch,Z032,V0007,D0071,C00797,52,65,13,0,Completed,139.24,94.63
J000061,2026-02-01,CharterRoute,Z016,V0255,D0052,C00561,51,56,5,0,Completed,83.17,50.44
J000062,2026-02-01,CharterRoute,Z007,V0352,D0169,C00424,70,72,2,0,Completed,37.47,39.72
J000063,2026-02-01,WarehouseDispatch,Z018,V0009,D0042,C00447,88,99,11,0,Completed,222.63,245.51
J000064,2026-02-01,LastMileDelivery,Z032,V0324,D0115,C00579,37,37,0,0,Completed,34.33,23.41
J000065,2026-02-01,WarehouseDispatch,Z025,V0153,D0020,C00004,58,58,0,0,Completed,231.57,226.52
J000066,2026-02-01,Shuttle,Z007,V0374,D0066,C01351,53,53,0,0,Completed,67.7,67.47
J000067,2026-02-01,WarehouseDispatch,Z028,V0255,D0198,C00270,36,45,9,0,Completed,83.4,77.17
J000068,2026-02-01,LastMileDelivery,Z020,V0142,D0176,C00159,83,84,1,0,Completed,79.5,76.1
J000069,2026-02-01,CharterRoute,Z019,V0068,D0079,C00014,35,41,6,0,Completed,75.94,42.28
J000070,2026-02-01,CharterRoute,Z029,V0286,D0110,C01054,66,74,8,0,Completed,31.2,28.45
J000071,2026-02-01,CharterRoute,Z016,V0199,D0090,C01660,22,33,11,0,Failed,39.82,28.54
J000072,2026-02-01,CharterRoute,Z010,V0367,D0074,C00638,52,52,0,0,Completed,28.8,28.48
J000073,2026-02-01,WarehouseDispatch,Z020,V0358,D0098,C00795,35,39,4,0,Completed,268.46,205.49
J000074,2026-02-01,CharterRoute,Z009,V0104,D0011,C00966,29,29,0,0,Completed,76.12,62.45
J000075,2026-02-01,Shuttle,Z001,V0184,D0075,C00168,38,41,3,0,Completed,76.25,74.47
J000076,2026-02-01,CharterRoute,Z005,V0079,D0041,C01089,74,76,2,0,Completed,63.04,56.19
J000077,2026-02-01,WarehouseDispatch,Z030,V0036,D0212,C00148,25,30,5,0,Late,77.52,75.92
J000078,2026-02-01,LastMileDelivery,Z035,V0121,D0077,C01327,47,47,0,0,Completed,19.39,20.78
J000079,2026-02-01,CharterRoute,Z034,V0185,D0236,C00052,75,80,5,0,Completed,78.28,63.71
J000080,2026-02-01,CharterRoute,Z030,V0072,D0201,C01249,60,60,0,0,Completed,59.91,53.47
J000081,2026-02-01,Shuttle,Z001,V0345,D0203,C00040,69,69,0,0,Completed,15.86,14.3
J000082,2026-02-01,Shuttle,Z020,V0198,D0126,C01223,69,75,6,0,Completed,92.3,91.96
J000083,2026-02-01,WarehouseDispatch,Z019,V0256,D0018,C00815,79,79,0,0,Completed,85.55,62.16
J000084,2026-02-01,CharterRoute,Z010,V0254,D0105,C01510,34,40,6,0,Completed,78.53,77.73
J000085,2026-02-01,LastMileDelivery,Z022,V0376,D0242,C00269,31,33,2,0,Completed,45.4,31.13
J000086,2026-02-01,LastMileDelivery,Z011,V0287,D0201,C01519,53,54,1,0,Completed,31.11,19.67
J000087,2026-02-01,CharterRoute,Z027,V0307,D0044,C00277,37,42,5,1,Completed,55.28,48.67
J000088,2026-02-01,Shuttle,Z012,V0132,D0164,C01282,71,71,0,0,Completed,84.16,61.75
J000089,2026-02-01,WarehouseDispatch,Z017,V0360,D0056,C00105,33,36,3,0,Completed,169.14,135.61
J000090,2026-02-01,CharterRoute,Z004,V0379,D0234,C00375,75,75,0,0,Completed,64.16,46.24
J000091,2026-02-01,CharterRoute,Z014,V0291,D0164,C00396,31,32,1,0,Completed,24.24,20.07
J000092,2026-02-01,Shuttle,Z033,V0260,D0181,C01469,38,38,0,0,Completed,45.62,30.01
J000093,2026-02-01,CharterRoute,Z036,V0149,D0171,C00933,68,73,5,0,Completed,44.94,25.95
J000094,2026-02-01,WarehouseDispatch,Z033,V0237,D0208,C00074,54,57,3,0,Completed,299.13,337.15
J000095,2026-02-01,LastMileDelivery,Z029,V0337,D0192,C01594,36,43,7,0,Completed,39.34,28.52
J000096,2026-02-01,LastMileDelivery,Z022,V0397,D0229,C00531,56,56,0,0,Completed,65.85,45.06
J000097,2026-02-01,WarehouseDispatch,Z006,V0377,D0167,C00984,50,54,4,0,Completed,215.57,208.06
J000098,2026-02-01,LastMileDelivery,Z026,V0222,D0199,C01196,86,86,0,0,Completed,19.67,18.51
J000099,2026-02-01,CharterRoute,Z034,V0225,D0149,C00802,71,88,17,1,Failed,30.7,35.06
J000100,2026-02-01,WarehouseDispatch,Z001,V0202,D0126,C01769,29,34,5,0,Completed,132.7,113.28
J000101,2026-02-01,Shuttle,Z018,V0373,D0113,C00480,32,36,4,0,Late,51.03,41.14
J000102,2026-02-01,Shuttle,Z014,V0325,D0101,C00026,55,55,0,0,Completed,89.8,73.9
J000103,2026-02-01,Shuttle,Z009,V0150,D0247,C01130,79,80,1,0,Completed,78.92,67.25
J000104,2026-02-01,Shuttle,Z005,V0113,D0085,C01891,86,98,12,1,Failed,58.3,52.57
J000105,2026-02-01,CharterRoute,Z013,V0096,D0154,C01164,84,84,0,0,Completed,48.5,30.61
J000106,2026-02-01,CharterRoute,Z008,V0157,D0106,C00876,78,88,10,0,Late,88.95,55.29
J000107,2026-02-01,Shuttle,Z022,V0112,D0208,C01139,38,46,8,1,Late,12.41,7.7
J000108,2026-02-01,CharterRoute,Z005,V0156,D0220,C00202,77,85,8,1,Completed,74.88,50.42
J000109,2026-02-01,WarehouseDispatch,Z030,V0240,D0143,C01545,72,73,1,0,Completed,63.77,71.58
J000110,2026-02-01,WarehouseDispatch,Z023,V0136,D0004,C00275,51,51,0,0,Late,260.53,213.94
J000111,2026-02-01,WarehouseDispatch,Z016,V0179,D0215,C00677,49,58,9,0,Completed,264.76,293.01
J000112,2026-02-01,Shuttle,Z007,V0229,D0188,C01966,58,58,0,0,Completed,23.23,16.5
J000113,2026-02-01,Shuttle,Z011,V0135,D0029,C00069,68,72,4,1,Completed,71.91,53.53
J000114,2026-02-01,Shuttle,Z027,V0026,D0230,C01011,20,20,0,0,Completed,91.76,97.28
J000115,2026-02-01,CharterRoute,Z032,V0302,D0172,C00370,73,73,0,0,Completed,43.79,45.39
J000116,2026-02-01,LastMileDelivery,Z009,V0024,D0040,C00993,50,50,0,0,Completed,61.79,42.24
J000117,2026-02-01,LastMileDelivery,Z025,V0164,D0217,C01426,35,38,3,0,Completed,86.42,97.17
J000118,2026-02-01,CharterRoute,Z014,V0188,D0205,C01232,62,62,0,0,Late,28.02,22.68
J000119,2026-02-01,Shuttle,Z024,V0372,D0133,C01573,44,48,4,0,Completed,47.36,38.28
J000120,2026-02-01,Shuttle,Z035,V0263,D0241,C01988,59,59,0,0,Completed,65.65,70.87
J000121,2026-02-01,CharterRoute,Z013,V0182,D0022,C00772,52,52,0,0,Completed,73.13,49.18
J000122,2026-02-01,WarehouseDispatch,Z010,V0101,D0125,C00119,51,53,2,0,Completed,172.47,116.0
J000123,2026-02-01,WarehouseDispatch,Z015,V0048,D0239,C00175,36,39,3,0,Late,252.61,230.77
J000124,2026-02-01,CharterRoute,Z027,V0371,D0067,C00509,82,88,6,0,Completed,30.55,31.61
J000125,2026-02-01,CharterRoute,Z001,V0296,D0127,C01026,27,27,0,0,Completed,41.21,38.38
J000126,2026-02-01,WarehouseDispatch,Z018,V0149,D0216,C01499,86,95,9,0,Completed,185.84,197.99
J000127,2026-02-01,WarehouseDispatch,Z019,V0078,D0200,C00275,30,32,2,0,Late,135.75,100.47
J000128,2026-02-01,LastMileDelivery,Z031,V0355,D0159,C00971,21,21,0,0,Completed,66.61,75.92
J000129,2026-02-01,LastMileDelivery,Z032,V0138,D0060,C00412,27,36,9,0,Completed,91.31,56.55
J000130,2026-02-01,LastMileDelivery,Z012,V0341,D0119,C01376,35,35,0,0,Late,86.42,98.15
J000131,2026-02-01,Shuttle,Z011,V0102,D0043,C01687,66,66,0,0,Completed,11.28,8.57
J000132,2026-02-01,WarehouseDispatch,Z028,V0210,D0146,C01884,72,72,0,0,Completed,129.89,124.71
J000133,2026-02-01,Shuttle,Z035,V0338,D0166,C01970,61,67,6,0,Late,81.57,90.11
J000134,2026-02-01,CharterRoute,Z013,V0363,D0035,C00175,86,90,4,0,Completed,30.01,23.16
J000135,2026-02-01,Shuttle,Z031,V0195,D0135,C01257,41,43,2,0,Completed,51.45,53.02
J000136,2026-02-01,Shuttle,Z020,V0044,D0235,C00184,27,30,3,1,Completed,26.26,18.19
J000137,2026-02-01,CharterRoute,Z010,V0126,D0007,C01491,35,39,4,0,Completed,20.39,18.15
J000138,2026-02-01,Shuttle,Z020,V0054,D0020,C01048,39,45,6,1,Late,40.46,34.54
J000139,2026-02-01,Shuttle,Z027,V0256,D0007,C00912,59,64,5,0,Completed,47.94,50.57
J000140,2026-02-01,LastMileDelivery,Z021,V0055,D0223,C00557,63,73,10,1,Failed,8.2,6.97
J000141,2026-02-01,CharterRoute,Z024,V0111,D0053,C01374,72,74,2,0,Late,60.78,35.88
J000142,2026-02-01,CharterRoute,Z012,V0070,D0201,C00211,47,53,6,0,Completed,23.67,26.74
J000143,2026-02-01,CharterRoute,Z025,V0246,D0250,C01311,89,92,3,0,Completed,21.1,14.86
J000144,2026-02-01,CharterRoute,Z022,V0310,D0171,C01327,24,24,0,0,Completed,49.45,42.92
J000145,2026-02-01,WarehouseDispatch,Z017,V0012,D0067,C01546,60,63,3,0,Completed,126.78,109.65
J000146,2026-02-01,WarehouseDispatch,Z032,V0081,D0127,C01141,80,83,3,0,Late,198.41,184.02
J000147,2026-02-01,CharterRoute,Z028,V0055,D0128,C01966,28,28,0,0,Completed,22.35,24.01
J000148,2026-02-01,WarehouseDispatch,Z025,V0171,D0030,C01107,86,88,2,0,Completed,84.63,79.07
J000149,2026-02-01,Shuttle,Z014,V0159,D0200,C00804,44,44,0,0,Late,60.12,67.65
J000150,2026-02-01,LastMileDelivery,Z021,V0260,D0003,C01376,46,46,0,0,Completed,83.51,53.59
J000151,2026-02-01,LastMileDelivery,Z004,V0317,D0198,C00121,43,49,6,0,Completed,85.74,63.56
J000152,2026-02-01,Shuttle,Z031,V0374,D0139,C00967,30,30,0,0,Completed,62.39,46.15
J000153,2026-02-01,LastMileDelivery,Z025,V0170,D0010,C01482,87,99,12,1,Completed,93.61,61.98
J000154,2026-02-01,Shuttle,Z008,V0390,D0050,C00473,32,34,2,0,Completed,27.15,18.28
J000155,2026-02-01,Shuttle,Z010,V0351,D0100,C00147,21,21,0,0,Completed,25.81,29.59
J000156,2026-02-01,LastMileDelivery,Z035,V0167,D0198,C00421,78,86,8,0,Late,56.33,46.67
J000157,2026-02-01,Shuttle,Z009,V0326,D0248,C00655,69,70,1,0,Completed,83.81,88.34
J000158,2026-02-01,LastMileDelivery,Z016,V0359,D0178,C01607,68,79,11,0,Late,50.41,40.37
J000159,2026-02-01,CharterRoute,Z012,V0084,D0059,C00429,89,100,11,0,Completed,11.73,10.48
J000160,2026-02-01,LastMileDelivery,Z018,V0346,D0238,C01095,64,77,13,0,Completed,72.81,79.51
J000161,2026-02-01,LastMileDelivery,Z028,V0094,D0017,C01911,24,25,1,0,Late,74.05,71.24
J000162,2026-02-01,CharterRoute,Z028,V0396,D0184,C01817,35,40,5,0,Late,75.19,68.82
J000163,2026-02-01,LastMileDelivery,Z032,V0103,D0099,C01532,34,34,0,0,Completed,91.49,52.12
J000164,2026-02-01,Shuttle,Z010,V0343,D0135,C01755,69,72,3,1,Completed,66.4,74.07
J000165,2026-02-01,WarehouseDispatch,Z033,V0287,D0158,C00011,65,66,1,0,Late,265.64,296.41
J000166,2026-02-01,CharterRoute,Z036,V0334,D0231,C00186,78,87,9,0,Completed,94.02,65.29
J000167,2026-02-01,LastMileDelivery,Z024,V0185,D0117,C01413,66,75,9,0,Completed,47.86,47.08
J000168,2026-02-01,CharterRoute,Z008,V0097,D0005,C00966,58,59,1,0,Completed,68.84,58.74
J000169,2026-02-01,CharterRoute,Z034,V0209,D0074,C01024,61,80,19,1,Late,57.62,52.59
J000170,2026-02-01,Shuttle,Z036,V0182,D0061,C01829,79,84,5,0,Completed,55.01,60.86
J000171,2026-02-01,Shuttle,Z006,V0161,D0197,C01742,43,49,6,0,Completed,74.75,71.08
J000172,2026-02-01,LastMileDelivery,Z028,V0220,D0228,C01714,43,43,0,0,Completed,14.74,11.52
J000173,2026-02-01,LastMileDelivery,Z024,V0396,D0139,C00495,22,34,12,1,Completed,90.39,92.99
J000174,2026-02-01,CharterRoute,Z033,V0263,D0129,C01711,26,27,1,0,Completed,89.69,79.95
J000175,2026-02-01,CharterRoute,Z027,V0313,D0065,C00762,74,74,0,0,Completed,86.15,58.34
J000176,2026-02-01,CharterRoute,Z014,V0096,D0096,C01526,55,59,4,0,Completed,47.11,28.73
J000177,2026-02-02,Shuttle,Z016,V0137,D0004,C01291,26,40,14,0,Failed,34.89,37.26
J000178,2026-02-02,CharterRoute,Z029,V0283,D0111,C01355,23,23,0,0,Late,25.04,15.76
J000179,2026-02-02,LastMileDelivery,Z014,V0370,D0244,C01068,52,53,1,0,Completed,93.74,86.9
J000180,2026-02-02,LastMileDelivery,Z018,V0101,D0136,C00860,37,46,9,0,Completed,74.74,84.55
J000181,2026-02-02,WarehouseDispatch,Z007,V0009,D0205,C01749,70,73,3,0,Completed,263.32,228.24
J000182,2026-02-02,CharterRoute,Z024,V0013,D0200,C01081,79,82,3,0,Completed,39.93,28.89
J000183,2026-02-02,Shuttle,Z008,V0327,D0034,C01497,62,65,3,0,Late,81.28,54.35
J000184,2026-02-02,WarehouseDispatch,Z028,V0019,D0106,C01196,74,74,0,0,Completed,267.41,174.26
J000185,2026-02-02,Shuttle,Z009,V0062,D0060,C00606,65,65,0,0,Completed,28.67,22.53
J000186,2026-02-02,Shuttle,Z008,V0245,D0202,C00235,80,82,2,0,Completed,74.86,47.18
J000187,2026-02-02,CharterRoute,Z035,V0043,D0134,C00276,49,49,0,0,Completed,56.98,50.42
J000188,2026-02-02,CharterRoute,Z009,V0142,D0158,C00335,36,36,0,0,Completed,31.48,30.35
J000189,2026-02-02,CharterRoute,Z005,V0114,D0102,C01267,67,69,2,0,Completed,92.34,77.26
J000190,2026-02-02,WarehouseDispatch,Z002,V0286,D0020,C01875,34,44,10,1,Completed,54.34,39.9
J000191,2026-02-02,Shuttle,Z006,V0337,D0119,C00776,27,38,11,0,Completed,27.22,23.12
J000192,2026-02-02,CharterRoute,Z008,V0016,D0132,C01363,61,61,0,0,Completed,23.68,22.14
J000193,2026-02-02,CharterRoute,Z016,V0261,D0145,C00368,67,73,6,0,Completed,39.85,42.37
J000194,2026-02-02,CharterRoute,Z024,V0284,D0105,C00140,56,56,0,0,Completed,28.19,17.04
J000195,2026-02-02,CharterRoute,Z005,V0208,D0217,C01499,76,76,0,0,Completed,59.74,43.07
J000196,2026-02-02,LastMileDelivery,Z034,V0153,D0242,C00999,76,83,7,0,Completed,20.28,15.19
J000197,2026-02-02,Shuttle,Z023,V0089,D0117,C01562,62,62,0,0,Completed,80.7,69.87
J000198,2026-02-02,Shuttle,Z024,V0074,D0190,C01800,89,89,0,0,Completed,82.52,76.63
J000199,2026-02-02,CharterRoute,Z005,V0321,D0018,C00805,44,45,1,0,Completed,77.86,62.47
J000200,2026-02-02,WarehouseDispatch,Z036,V0369,D0082,C00207,51,62,11,0,Completed,138.39,142.79
J000201,2026-02-02,Shuttle,Z031,V0180,D0156,C00981,72,80,8,1,Failed,74.24,70.14
J000202,2026-02-02,WarehouseDispatch,Z010,V0294,D0223,C00554,69,72,3,0,Completed,305.01,345.49
J000203,2026-02-02,CharterRoute,Z028,V0175,D0112,C00274,59,59,0,0,Completed,24.39,26.54
J000204,2026-02-02,CharterRoute,Z031,V0228,D0185,C00022,77,77,0,0,Completed,41.83,31.76
J000205,2026-02-02,Shuttle,Z004,V0079,D0076,C00316,34,36,2,0,Completed,73.95,68.96
J000206,2026-02-02,CharterRoute,Z024,V0307,D0095,C00551,86,86,0,0,Completed,91.66,90.03
J000207,2026-02-02,WarehouseDispatch,Z036,V0169,D0122,C00841,80,89,9,0,Completed,313.46,356.55
J000208,2026-02-02,CharterRoute,Z004,V0096,D0095,C01812,48,51,3,0,Completed,60.22,52.71
J000209,2026-02-02,CharterRoute,Z023,V0142,D0192,C01874,65,65,0,0,Completed,74.22,52.87
J000210,2026-02-02,Shuttle,Z008,V0110,D0219,C01367,67,81,14,1,Completed,37.2,41.5
J000211,2026-02-02,LastMileDelivery,Z008,V0044,D0184,C01103,45,45,0,0,Completed,49.36,37.29
J000212,2026-02-02,WarehouseDispatch,Z016,V0151,D0235,C01587,54,67,13,0,Failed,103.67,117.16
J000213,2026-02-02,LastMileDelivery,Z026,V0290,D0044,C01529,32,32,0,0,Completed,44.66,43.65
J000214,2026-02-02,CharterRoute,Z008,V0296,D0034,C00236,74,80,6,0,Late,48.99,30.19
J000215,2026-02-02,WarehouseDispatch,Z031,V0314,D0018,C01559,53,53,0,0,Completed,118.23,87.73
J000216,2026-02-02,CharterRoute,Z013,V0362,D0007,C00497,29,36,7,0,Completed,8.04,5.8
J000217,2026-02-02,LastMileDelivery,Z030,V0077,D0160,C00795,61,61,0,0,Completed,26.58,20.4
J000218,2026-02-02,LastMileDelivery,Z026,V0293,D0168,C01429,49,49,0,0,Completed,49.59,47.03
J000219,2026-02-02,WarehouseDispatch,Z016,V0265,D0007,C01806,80,85,5,0,Completed,84.46,93.02
J000220,2026-02-02,CharterRoute,Z022,V0322,D0133,C01979,21,29,8,0,Completed,37.18,30.27
J000221,2026-02-02,LastMileDelivery,Z007,V0225,D0105,C00963,31,36,5,1,Late,56.31,60.44
J000222,2026-02-02,WarehouseDispatch,Z029,V0140,D0030,C00018,24,29,5,0,Completed,217.45,126.51
J000223,2026-02-02,CharterRoute,Z030,V0256,D0067,C00001,89,91,2,0,Completed,22.72,15.2
J000224,2026-02-02,CharterRoute,Z014,V0241,D0156,C00677,52,61,9,1,Completed,14.47,8.71
J000225,2026-02-02,WarehouseDispatch,Z004,V0179,D0033,C01777,65,70,5,0,Completed,164.35,178.79
J000226,2026-02-02,CharterRoute,Z009,V0281,D0031,C00119,33,40,7,0,Completed,54.73,57.47
J000227,2026-02-02,LastMileDelivery,Z019,V0256,D0186,C00595,57,60,3,0,Completed,91.15,96.26
J000228,2026-02-02,LastMileDelivery,Z012,V0325,D0146,C00433,69,72,3,0,Completed,94.54,75.1
J000229,2026-02-02,WarehouseDispatch,Z013,V0269,D0195,C01909,43,43,0,0,Completed,106.49,65.84
J000230,2026-02-02,Shuttle,Z014,V0011,D0029,C01425,37,39,2,0,Completed,41.99,39.96
J000231,2026-02-02,CharterRoute,Z036,V0206,D0095,C01455,60,69,9,0,Late,46.98,39.04
J000232,2026-02-02,LastMileDelivery,Z011,V0073,D0006,C01035,77,82,5,0,Completed,38.33,32.44
J000233,2026-02-02,LastMileDelivery,Z026,V0016,D0189,C00083,82,83,1,0,Completed,35.88,37.7
J000234,2026-02-02,LastMileDelivery,Z018,V0310,D0129,C01848,84,87,3,0,Completed,37.16,28.32
J000235,2026-02-02,LastMileDelivery,Z002,V0362,D0197,C01485,48,49,1,0,Completed,47.38,45.86
J000236,2026-02-02,CharterRoute,Z012,V0134,D0205,C01472,45,46,1,0,Completed,68.84,73.99
J000237,2026-02-02,Shuttle,Z005,V0309,D0179,C01047,22,23,1,0,Completed,39.02,43.12
J000238,2026-02-02,CharterRoute,Z027,V0197,D0004,C01938,75,78,3,0,Completed,71.8,41.01
J000239,2026-02-02,CharterRoute,Z026,V0254,D0214,C00434,31,38,7,0,Completed,70.56,75.24
J000240,2026-02-02,WarehouseDispatch,Z026,V0188,D0060,C01069,66,68,2,0,Completed,202.7,191.11
J000241,2026-02-02,LastMileDelivery,Z001,V0378,D0156,C01088,88,90,2,0,Completed,46.9,31.75
J000242,2026-02-02,LastMileDelivery,Z007,V0325,D0079,C00612,86,90,4,0,Completed,93.61,82.92
J000243,2026-02-02,Shuttle,Z024,V0124,D0145,C01382,75,75,0,0,Completed,52.45,50.34
J000244,2026-02-02,Shuttle,Z028,V0056,D0195,C00158,20,22,2,0,Completed,70.99,47.39
J000245,2026-02-02,WarehouseDispatch,Z021,V0335,D0159,C01619,74,75,1,0,Completed,132.97,96.95
J000246,2026-02-02,WarehouseDispatch,Z017,V0105,D0044,C01551,65,65,0,0,Completed,251.61,232.79
J000247,2026-02-02,WarehouseDispatch,Z008,V0312,D0211,C01549,46,52,6,0,Completed,127.33,129.72
J000248,2026-02-02,LastMileDelivery,Z024,V0257,D0049,C00957,26,36,10,1,Completed,20.01,15.84
J000249,2026-02-02,LastMileDelivery,Z028,V0287,D0086,C00344,46,49,3,0,Completed,40.28,26.79
J000250,2026-02-02,Shuttle,Z001,V0395,D0191,C00517,29,30,1,0,Completed,24.38,14.94
J000251,2026-02-02,Shuttle,Z032,V0321,D0171,C00903,47,47,0,0,Completed,35.31,23.82
J000252,2026-02-02,WarehouseDispatch,Z016,V0109,D0111,C01361,72,91,19,0,Late,91.69,61.73
J000253,2026-02-02,CharterRoute,Z036,V0105,D0172,C00249,81,88,7,0,Late,83.34,55.06
